"node" "closeness" "n.closeness"
"281" 281 1.47392208185792e-26 7.30025795868214e-30
"282" 282 1.47392208185792e-26 7.30025795868214e-30
"283" 283 1.47392208185792e-26 7.30025795868214e-30
"284" 284 1.47392208185792e-26 7.30025795868214e-30
"285" 285 1.47392208185792e-26 7.30025795868214e-30
"286" 286 1.47392208185792e-26 7.30025795868214e-30
"287" 287 1.47392208185792e-26 7.30025795868214e-30
"288" 288 1.47392208185792e-26 7.30025795868214e-30
"289" 289 1.47392208185792e-26 7.30025795868214e-30
"290" 290 1.47392208185792e-26 7.30025795868214e-30
"291" 291 1.47392208185792e-26 7.30025795868214e-30
"292" 292 1.47392208185792e-26 7.30025795868214e-30
"293" 293 1.47392208185792e-26 7.30025795868214e-30
"294" 294 1.47392208185792e-26 7.30025795868214e-30
"295" 295 1.47392208185792e-26 7.30025795868214e-30
"296" 296 1.47392208185792e-26 7.30025795868214e-30
"297" 297 1.47392208185792e-26 7.30025795868214e-30
"298" 298 1.47392208185792e-26 7.30025795868214e-30
"299" 299 1.47392208185792e-26 7.30025795868214e-30
"300" 300 1.47392208185792e-26 7.30025795868214e-30
"301" 301 1.47392208185792e-26 7.30025795868214e-30
"302" 302 1.47392208185792e-26 7.30025795868214e-30
"303" 303 1.47392208185792e-26 7.30025795868214e-30
"304" 304 1.47392208185792e-26 7.30025795868214e-30
"305" 305 1.47392208185792e-26 7.30025795868214e-30
"306" 306 1.47392208185792e-26 7.30025795868214e-30
"307" 307 1.47392208185792e-26 7.30025795868214e-30
"308" 308 1.47392208185792e-26 7.30025795868214e-30
"309" 309 1.47392208185792e-26 7.30025795868214e-30
"310" 310 1.47392208185792e-26 7.30025795868214e-30
"311" 311 1.47392208185792e-26 7.30025795868214e-30
"312" 312 1.47392208185792e-26 7.30025795868214e-30
"313" 313 1.47392208185792e-26 7.30025795868214e-30
"314" 314 1.47392208185792e-26 7.30025795868214e-30
"315" 315 1.47392208185792e-26 7.30025795868214e-30
"316" 316 1.47392208185792e-26 7.30025795868214e-30
"317" 317 1.47392208185792e-26 7.30025795868214e-30
"318" 318 1.47392208185792e-26 7.30025795868214e-30
"319" 319 1.47392208185792e-26 7.30025795868214e-30
"320" 320 1.47392208185792e-26 7.30025795868214e-30
"321" 321 1.47392208185792e-26 7.30025795868214e-30
"322" 322 1.47392208185792e-26 7.30025795868214e-30
"323" 323 1.47392208185792e-26 7.30025795868214e-30
"324" 324 1.47392208185792e-26 7.30025795868214e-30
"325" 325 1.47392208185792e-26 7.30025795868214e-30
"326" 326 1.47392208185792e-26 7.30025795868214e-30
"327" 327 1.47392208185792e-26 7.30025795868214e-30
"328" 328 1.47392208185792e-26 7.30025795868214e-30
"329" 329 1.47392208185792e-26 7.30025795868214e-30
"330" 330 1.47392208185792e-26 7.30025795868214e-30
"331" 331 1.47392208185792e-26 7.30025795868214e-30
"332" 332 1.47392208185792e-26 7.30025795868214e-30
"333" 333 1.47392208185792e-26 7.30025795868214e-30
"334" 334 1.47392208185792e-26 7.30025795868214e-30
"335" 335 1.47392208185792e-26 7.30025795868214e-30
"336" 336 1.47392208185792e-26 7.30025795868214e-30
"337" 337 1.47392208185792e-26 7.30025795868214e-30
"338" 338 1.47392208185792e-26 7.30025795868214e-30
"339" 339 1.47392208185792e-26 7.30025795868214e-30
"340" 340 1.47392208185792e-26 7.30025795868214e-30
"341" 341 1.47392208185792e-26 7.30025795868214e-30
"342" 342 1.47392208185792e-26 7.30025795868214e-30
"343" 343 1.47392208185792e-26 7.30025795868214e-30
"344" 344 1.47392208185792e-26 7.30025795868214e-30
"345" 345 1.47392208185792e-26 7.30025795868214e-30
"346" 346 1.47392208185792e-26 7.30025795868214e-30
"347" 347 1.47392208185792e-26 7.30025795868214e-30
"348" 348 1.47392208185792e-26 7.30025795868214e-30
"349" 349 1.47392208185792e-26 7.30025795868214e-30
"350" 350 1.47392208185792e-26 7.30025795868214e-30
"351" 351 1.47392208185792e-26 7.30025795868214e-30
"352" 352 1.47392208185792e-26 7.30025795868214e-30
"353" 353 1.47392208185792e-26 7.30025795868214e-30
"354" 354 1.47392208185792e-26 7.30025795868214e-30
"355" 355 1.47392208185792e-26 7.30025795868214e-30
"356" 356 1.47392208185792e-26 7.30025795868214e-30
"357" 357 1.47392208185792e-26 7.30025795868214e-30
"358" 358 1.47392208185792e-26 7.30025795868214e-30
"359" 359 1.47392208185792e-26 7.30025795868214e-30
"360" 360 1.47392208185792e-26 7.30025795868214e-30
"361" 361 1.47392208185792e-26 7.30025795868214e-30
"362" 362 1.47392208185792e-26 7.30025795868214e-30
"363" 363 1.47392208185792e-26 7.30025795868214e-30
"364" 364 1.47392208185792e-26 7.30025795868214e-30
"365" 365 1.47392208185792e-26 7.30025795868214e-30
"366" 366 1.47392208185792e-26 7.30025795868214e-30
"367" 367 1.47392208185792e-26 7.30025795868214e-30
"368" 368 1.47392208185792e-26 7.30025795868214e-30
"369" 369 1.47392208185792e-26 7.30025795868214e-30
"370" 370 1.47392208185792e-26 7.30025795868214e-30
"371" 371 1.47392208185792e-26 7.30025795868214e-30
"372" 372 1.47392208185792e-26 7.30025795868214e-30
"373" 373 1.47392208185792e-26 7.30025795868214e-30
"374" 374 1.47392208185792e-26 7.30025795868214e-30
"375" 375 1.47392208185792e-26 7.30025795868214e-30
"376" 376 1.47392208185792e-26 7.30025795868214e-30
"377" 377 1.47392208185792e-26 7.30025795868214e-30
"378" 378 1.47392208185792e-26 7.30025795868214e-30
"379" 379 1.47392208185792e-26 7.30025795868214e-30
"380" 380 1.47392208185792e-26 7.30025795868214e-30
"381" 381 1.47392208185792e-26 7.30025795868214e-30
"382" 382 1.47392208185792e-26 7.30025795868214e-30
"383" 383 1.47392208185792e-26 7.30025795868214e-30
"384" 384 1.47392208185792e-26 7.30025795868214e-30
"385" 385 1.47392208185792e-26 7.30025795868214e-30
"386" 386 1.47392208185792e-26 7.30025795868214e-30
"387" 387 1.47392208185792e-26 7.30025795868214e-30
"388" 388 1.47392208185792e-26 7.30025795868214e-30
"389" 389 1.47392208185792e-26 7.30025795868214e-30
"390" 390 1.47392208185792e-26 7.30025795868214e-30
"391" 391 1.47392208185792e-26 7.30025795868214e-30
"392" 392 1.47392208185792e-26 7.30025795868214e-30
"393" 393 1.47392208185792e-26 7.30025795868214e-30
"394" 394 1.47392208185792e-26 7.30025795868214e-30
"395" 395 1.47392208185792e-26 7.30025795868214e-30
"396" 396 1.47392208185792e-26 7.30025795868214e-30
"397" 397 1.47392208185792e-26 7.30025795868214e-30
"398" 398 1.47392208185792e-26 7.30025795868214e-30
"399" 399 1.47392208185792e-26 7.30025795868214e-30
"400" 400 1.47392208185792e-26 7.30025795868214e-30
"401" 401 1.47392208185792e-26 7.30025795868214e-30
"402" 402 1.47392208185792e-26 7.30025795868214e-30
"403" 403 1.47392208185792e-26 7.30025795868214e-30
"404" 404 1.47392208185792e-26 7.30025795868214e-30
"405" 405 1.47392208185792e-26 7.30025795868214e-30
"406" 406 1.47392208185792e-26 7.30025795868214e-30
"407" 407 1.47392208185792e-26 7.30025795868214e-30
"408" 408 1.47392208185792e-26 7.30025795868214e-30
"409" 409 1.47392208185792e-26 7.30025795868214e-30
"410" 410 1.47392208185792e-26 7.30025795868214e-30
"411" 411 1.47392208185792e-26 7.30025795868214e-30
"412" 412 1.47392208185792e-26 7.30025795868214e-30
"413" 413 1.47392208185792e-26 7.30025795868214e-30
"414" 414 1.47392208185792e-26 7.30025795868214e-30
"415" 415 1.47392208185792e-26 7.30025795868214e-30
"416" 416 1.47392208185792e-26 7.30025795868214e-30
"417" 417 1.47392208185792e-26 7.30025795868214e-30
"418" 418 1.47392208185792e-26 7.30025795868214e-30
"419" 419 1.47392208185792e-26 7.30025795868214e-30
"420" 420 1.47392208185792e-26 7.30025795868214e-30
"421" 421 1.47392208185792e-26 7.30025795868214e-30
"422" 422 1.47392208185792e-26 7.30025795868214e-30
"423" 423 1.47392208185792e-26 7.30025795868214e-30
"424" 424 1.47392208185792e-26 7.30025795868214e-30
"425" 425 1.47392208185792e-26 7.30025795868214e-30
"426" 426 1.47392208185792e-26 7.30025795868214e-30
"427" 427 1.47392208185792e-26 7.30025795868214e-30
"428" 428 1.47392208185792e-26 7.30025795868214e-30
"429" 429 1.47392208185792e-26 7.30025795868214e-30
"430" 430 1.47392208185792e-26 7.30025795868214e-30
"431" 431 1.47392208185792e-26 7.30025795868214e-30
"432" 432 1.47392208185792e-26 7.30025795868214e-30
"433" 433 1.47392208185792e-26 7.30025795868214e-30
"434" 434 1.47392208185792e-26 7.30025795868214e-30
"435" 435 1.47392208185792e-26 7.30025795868214e-30
"436" 436 1.47392208185792e-26 7.30025795868214e-30
"437" 437 1.47392208185792e-26 7.30025795868214e-30
"438" 438 1.47392208185792e-26 7.30025795868214e-30
"439" 439 1.47392208185792e-26 7.30025795868214e-30
"440" 440 1.47392208185792e-26 7.30025795868214e-30
"441" 441 1.47392208185792e-26 7.30025795868214e-30
"442" 442 1.47392208185792e-26 7.30025795868214e-30
"443" 443 1.47392208185792e-26 7.30025795868214e-30
"444" 444 1.47392208185792e-26 7.30025795868214e-30
"445" 445 1.47392208185792e-26 7.30025795868214e-30
"446" 446 1.47392208185792e-26 7.30025795868214e-30
"447" 447 1.47392208185792e-26 7.30025795868214e-30
"448" 448 1.47392208185792e-26 7.30025795868214e-30
"449" 449 1.47392208185792e-26 7.30025795868214e-30
"450" 450 1.47392208185792e-26 7.30025795868214e-30
"451" 451 1.47392208185792e-26 7.30025795868214e-30
"452" 452 1.47392208185792e-26 7.30025795868214e-30
"453" 453 1.47392208185792e-26 7.30025795868214e-30
"454" 454 1.47392208185792e-26 7.30025795868214e-30
"455" 455 1.47392208185792e-26 7.30025795868214e-30
"456" 456 1.47392208185792e-26 7.30025795868214e-30
"457" 457 1.47392208185792e-26 7.30025795868214e-30
"458" 458 1.47392208185792e-26 7.30025795868214e-30
"459" 459 1.47392208185792e-26 7.30025795868214e-30
"460" 460 1.47392208185792e-26 7.30025795868214e-30
"461" 461 1.47392208185792e-26 7.30025795868214e-30
"462" 462 1.47392208185792e-26 7.30025795868214e-30
"463" 463 1.47392208185792e-26 7.30025795868214e-30
"464" 464 1.47392208185792e-26 7.30025795868214e-30
"465" 465 1.47392208185792e-26 7.30025795868214e-30
"466" 466 1.47392208185792e-26 7.30025795868214e-30
"467" 467 1.47392208185792e-26 7.30025795868214e-30
"468" 468 1.47392208185792e-26 7.30025795868214e-30
"469" 469 1.47392208185792e-26 7.30025795868214e-30
"470" 470 1.47392208185792e-26 7.30025795868214e-30
"471" 471 1.47392208185792e-26 7.30025795868214e-30
"472" 472 1.47392208185792e-26 7.30025795868214e-30
"473" 473 1.47392208185792e-26 7.30025795868214e-30
"474" 474 1.47392208185792e-26 7.30025795868214e-30
"475" 475 1.47392208185792e-26 7.30025795868214e-30
"476" 476 1.47392208185792e-26 7.30025795868214e-30
"477" 477 1.47392208185792e-26 7.30025795868214e-30
"478" 478 1.47392208185792e-26 7.30025795868214e-30
"479" 479 1.47392208185792e-26 7.30025795868214e-30
"480" 480 1.47392208185792e-26 7.30025795868214e-30
"481" 481 1.47392208185792e-26 7.30025795868214e-30
"482" 482 1.47392208185792e-26 7.30025795868214e-30
"483" 483 1.47392208185792e-26 7.30025795868214e-30
"484" 484 1.47392208185792e-26 7.30025795868214e-30
"485" 485 1.47392208185792e-26 7.30025795868214e-30
"486" 486 1.47392208185792e-26 7.30025795868214e-30
"487" 487 1.47392208185792e-26 7.30025795868214e-30
"488" 488 1.47392208185792e-26 7.30025795868214e-30
"489" 489 1.47392208185792e-26 7.30025795868214e-30
"490" 490 1.47392208185792e-26 7.30025795868214e-30
"491" 491 1.47392208185792e-26 7.30025795868214e-30
"492" 492 1.47392208185792e-26 7.30025795868214e-30
"493" 493 1.47392208185792e-26 7.30025795868214e-30
"494" 494 1.47392208185792e-26 7.30025795868214e-30
"495" 495 1.47392208185792e-26 7.30025795868214e-30
"496" 496 1.47392208185792e-26 7.30025795868214e-30
"497" 497 1.47392208185792e-26 7.30025795868214e-30
"498" 498 1.47392208185792e-26 7.30025795868214e-30
