452 1045
1665 1435
890 663
1452 151
1243 998
1277 191
110 1127
1055 1585
1340 1107
1857 1609
816 1312
1165 1301
731 1195
1340 571
1106 1188
830 230
1909 1297
1240 272
622 1364
138 596
138 1604
1371 1168
150 776
209 617
1657 988
1853 1893
869 691
551 1239
1851 645
844 1434
1281 1752
852 166
398 1166
1898 1269
782 179
1467 1526
1376 609
1238 1434
1106 1331
1118 1957
1930 1623
632 1152
816 738
725 476
1667 199
1029 159
424 686
739 1778
1800 1232
650 1749
60 1736
642 466
733 1642
27 672
332 1771
1615 108
816 1450
595 1709
983 118
785 109
1825 664
1382 1007
424 1222
557 317
182 433
1998 678
1450 499
1998 133
1044 936
963 998
1903 431
16 1406
1439 1531
1733 190
122 1018
48 468
84 256
203 160
446 462
1306 752
1491 1668
1858 1142
702 562
209 548
1487 1109
616 688
1269 1237
827 1569
1061 307
1943 1586
1665 279
1340 720
404 1154
1660 469
830 1364
479 744
642 348
1237 624
208 1733
202 1780
270 476
1618 441
381 1426
1587 1154
1925 754
1713 1159
1340 1059
225 625
1883 916
1644 864
773 691
1992 1635
1998 741
1998 645
1126 410
1581 151
983 244
1029 639
966 275
280 663
1852 810
943 438
874 559
885 1713
1269 2005
745 1801
106 1584
1271 497
79 1220
1698 1170
1919 899
930 727
1224 1990
825 1904
1665 275
99 673
186 243
9 340
830 1406
1355 517
1665 279
563 1268
344 1524
228 407
1570 1781
683 130
1211 1180
1653 1669
955 1203
852 182
1188 226
1044 1593
1857 128
919 503
857 2023
739 1990
1992 835
1534 1203
794 1364
1998 645
1896 139
1615 173
203 562
398 1426
203 931
1237 932
642 462
27 1029
622 1574
17 5
1103 116
1281 1756
1692 1059
318 1411
963 1758
1903 431
1364 722
67 1236
182 1195
1031 1770
1240 307
124 1737
81 775
188 1479
1780 1016
769 809
749 645
1405 298
1416 1780
966 347
1319 1339
869 669
1547 1361
1382 951
1604 407
1998 133
411 1876
1422 886
1692 161
160 744
674 1744
1025 502
1992 1217
1684 1
1836 739
1665 275
995 1768
827 497
1998 647
918 169
1667 199
963 146
1576 566
918 947
1237 149
1531 494
557 1420
1791 254
1271 1447
1348 1157
2046 1233
715 934
1287 758
1713 1688
674 1825
1456 468
963 998
17 5
111 1790
1940 215
177 1493
545 1653
1055 1637
1820 1996
1825 1972
709 1253
841 653
1451 949
1186 562
580 1665
1943 1586
1387 517
175 1428
966 439
1382 407
246 149
1853 653
1237 439
674 966
830 1893
1903 1775
1857 1797
315 1584
1394 1952
74 1151
691 1586
60 1737
24 441
2046 1245
818 981
306 1180
1452 151
1556 775
1340 1175
863 840
2046 1168
1669 1732
202 255
936 1642
1156 1050
827 1569
479 672
468 80
792 307
749 1237
773 1765
739 1986
783 1172
759 51
1392 1173
117 2039
72 1733
595 809
530 502
1512 1461
1376 609
1487 1220
622 562
1441 209
818 965
195 1733
1243 2038
520 1511
983 438
1438 307
595 1660
150 704
1627 917
496 275
1781 899
651 718
918 524
1340 515
209 556
546 63
1680 1271
1179 574
132 1171
396 176
209 1495
514 1737
869 945
1893 1140
1719 899
51 1584
468 469
315 891
1439 745
1422 468
1834 1221
818 965
1656 1026
919 467
656 411
918 417
419 1105
642 478
861 785
24 441
1340 546
1943 1586
869 1988
468 124
1568 1274
1637 407
351 647
918 179
1615 108
1323 35
632 1158
48 378
857 1774
1475 711
1268 255
452 86
1186 818
110 759
894 350
960 905
396 1510
1534 1203
709 210
1883 913
1475 711
742 1527
1547 1156
209 1785
244 1140
1186 802
1799 1041
1340 747
1243 998
1800 789
1357 22
1186 562
1414 1853
830 1360
236 438
531 179
1883 773
1698 1908
1957 254
1487 1220
1100 929
53 680
396 1510
117 1527
557 388
1665 817
1456 468
1367 190
1665 1439
1453 495
424 684
1760 1260
1667 307
1576 566
1191 1953
1332 577
1781 1584
857 493
1445 85
318 1154
1029 917
1487 1492
183 809
942 1013
1019 64
733 1904
458 1637
1665 275
691 244
351 711
1974 637
186 1527
318 1166
759 1297
27 1029
332 1637
1190 1175
1556 775
1271 1393
825 1904
1487 1111
1957 1729
1173 704
1912 228
1027 1376
1054 1531
1903 431
1988 1172
725 1380
183 572
1487 1156
739 1493
424 684
315 618
1387 517
1276 1333
1665 283
1387 517
919 503
254 1412
235 1827
1103 884
674 1833
1593 1948
1252 0
942 309
203 931
182 137
1834 2029
656 51
1191 706
797 688
691 677
238 1450
1834 2036
1665 403
472 1157
1665 503
837 1198
1656 1026
1979 766
766 1412
1376 1565
1445 2005
632 1164
1903 1775
966 443
1956 1175
960 671
84 4
1512 437
203 48
1800 1233
1698 576
1344 608
750 962
1998 647
936 617
1156 1277
1781 1584
1162 1106
700 1076
963 2004
1235 2023
1456 1492
332 1585
418 559
1895 509
1103 1008
893 1157
792 307
1604 519
1943 1551
1657 620
1436 1789
1644 118
1893 20
468 124
1340 747
1269 1684
1556 775
869 1681
816 427
707 1986
1258 1751
919 248
632 1164
535 517
1640 167
1640 1159
1275 1801
2005 933
1613 1629
174 191
1215 148
1487 1168
1061 403
1382 927
1896 1162
805 1477
1445 371
1545 388
1558 116
894 1526
1665 275
632 1164
1852 35
1852 910
225 1104
1665 1307
930 962
1340 1237
794 366
1009 1156
782 947
1733 151
1816 1222
1603 112
1512 1444
1615 108
1848 137
246 1221
799 1714
280 805
1500 1366
1834 1758
1487 1430
686 768
1179 172
1014 96
1874 1515
424 1268
218 1081
1657 1772
642 478
1289 1640
1957 1929
1106 1331
1692 1083
1615 108
1186 562
1355 772
963 998
2046 1168
827 1569
995 1768
830 1360
1893 1140
479 744
1382 951
458 1637
1340 571
351 647
1031 1770
1992 1635
918 524
424 684
84 256
520 1511
963 146
182 1195
150 776
1340 747
1604 519
1319 275
24 441
794 366
702 562
1422 886
963 1758
1665 279
1269 2005
2005 933
1376 745
186 1527
1825 1972
1103 884
1126 410
869 1681
1581 677
1392 1173
1029 215
242 587
1475 677
1475 711
963 998
642 466
1156 1050
632 1164
1100 929
1512 437
1000 1643
27 672
1456 1492
837 766
1665 1439
830 230
1106 1188
1340 1059
1271 1393
1998 645
1992 1217
1269 1684
418 559
1657 1772
1998 645
1556 239
759 1297
1344 608
396 1510
1556 775
1669 1732
452 1045
725 1380
551 1239
725 1366
1930 1623
1615 108
1237 149
530 505
668 604
344 1524
1858 1142
1332 577
1556 775
306 1180
1665 279
396 1426
1451 1446
1243 998
398 1166
825 1904
1872 51
1019 64
595 809
225 1018
874 559
919 503
595 1660
715 942
1271 1447
1556 775
1009 1156
616 688
1998 645
535 517
1898 1269
479 889
827 1569
496 403
1340 646
745 1801
228 407
1445 2005
861 411
766 1412
1190 305
1475 711
1487 1109
1186 802
1441 209
1883 773
1188 226
1603 1628
963 213
983 373
1857 1441
1269 1011
1179 1140
857 1774
1903 431
773 1765
861 407
1898 1269
1618 441
1156 1138
785 77
1816 1222
1834 1790
885 1713
844 1434
632 1164
468 124
825 1904
1903 1775
48 378
16 1406
816 1312
1534 1203
1613 1629
1640 1127
983 244
332 1585
1186 818
1019 576
818 981
936 617
452 86
1336 810
884 669
852 166
1581 131
622 562
110 1127
225 1104
1800 789
1367 190
1848 137
918 179
60 1736
1998 647
1998 711
1925 754
1014 96
1733 190
595 1709
122 181
1061 403
280 663
580 1665
816 738
1153 574
74 1151
1943 1586
1988 1172
545 1653
1277 191
468 469
792 307
81 775
1591 1168
546 63
1416 1780
1692 1059
1340 1175
981 478
983 118
79 485
1323 35
1925 616
209 548
650 1749
1094 51
1698 1170
1364 722
966 415
1919 899
1044 936
1656 1026
782 803
595 825
1029 159
1974 722
163 1107
930 727
1512 1444
1943 1586
1615 173
966 369
398 1426
1153 574
563 1268
1628 1668
792 307
1644 118
1576 566
1852 810
1271 497
1019 1157
1054 1531
404 1154
1998 741
707 1986
1188 98
1857 1684
918 938
933 1221
1665 795
1895 509
1998 133
138 1604
1656 1026
841 1743
732 305
731 1195
1977 548
1665 787
1864 83
683 130
632 1152
1800 1232
1593 772
1779 706
691 244
1680 1271
122 1018
1957 1729
1637 407
750 962
1491 1668
1568 1274
1475 647
1820 1996
186 243
1665 503
1055 1585
1713 1688
830 1522
641 411
797 688
1306 752
1896 1162
160 744
890 663
642 348
783 1172
1179 1053
1445 371
1281 1752
668 764
642 350
17 5
1456 1492
786 829
1883 913
1834 645
818 965
1382 411
1604 407
1191 1953
202 1780
225 1018
966 403
942 1013
1275 1801
1487 1111
1029 917
739 1986
99 673
827 497
955 1203
238 1450
1627 917
1799 1041
1974 637
1917 1221
918 417
1382 295
942 309
514 1737
1665 988
937 1714
818 965
1657 620
1456 468
203 675
124 1737
280 805
930 962
1323 647
936 1642
1268 255
1512 1461
769 809
430 1026
725 476
1387 517
832 550
1667 199
1665 441
1186 562
869 691
1836 739
1237 932
943 438
1853 1893
1382 389
1825 664
1587 1154
2046 1233
960 913
468 124
332 1637
53 821
794 1364
1487 1152
1640 1143
650 1749
1903 431
1382 295
1439 1194
67 1236
1576 566
794 1526
182 417
960 925
218 1081
632 1158
1667 199
1173 704
1436 1789
235 1827
209 688
315 647
53 680
1340 1237
749 677
468 80
1531 494
616 576
963 2004
182 137
1780 1016
1215 148
1103 1008
1903 431
306 1180
830 1893
863 840
816 1312
1452 151
254 1412
869 213
563 54
1956 1237
453 580
2046 1245
782 179
1414 421
419 1105
869 945
1558 116
656 51
1545 388
632 140
700 1076
1669 2004
27 1029
315 618
557 317
674 1833
398 54
411 1876
1240 1523
1940 215
983 438
1243 2038
138 596
919 248
1698 1908
1834 2029
1781 1584
270 476
642 478
1760 1260
1445 371
1162 216
424 1222
1857 1801
1665 307
315 747
557 1420
1893 20
1237 307
1061 307
622 1364
209 556
1966 789
1956 1111
1800 1233
1851 645
60 1737
54 20
1240 1459
72 1733
183 572
1103 630
1193 1068
1156 1277
622 1574
861 785
1340 720
1781 1584
209 1495
656 411
966 347
966 439
1791 254
24 441
1376 1565
1998 678
1912 228
1615 108
869 669
830 1364
1258 1751
318 1152
1025 502
674 1825
1456 1492
830 1406
1665 307
1179 172
1422 468
1323 899
315 546
1118 1957
1998 645
424 1268
228 640
203 675
1252 0
1883 916
1834 1758
739 647
651 1075
1211 1180
1238 1434
1287 1770
48 1394
1660 469
893 1157
531 179
1852 910
894 350
188 183
1179 574
203 931
1547 624
1276 1333
1667 307
1044 1593
468 124
852 182
642 466
1355 972
674 966
1348 1157
739 1667
857 2023
550 803
468 101
1957 254
857 358
315 891
530 503
331 420
1340 515
1450 499
203 675
1713 1159
48 468
686 768
1943 515
749 645
1834 734
782 146
1665 275
709 1253
1512 1461
1224 1990
1162 1106
111 1790
1487 99
1382 407
1405 298
1547 1361
1103 628
1487 1111
1387 517
188 1479
174 191
351 711
1570 1781
50 988
1659 148
244 1140
1653 1669
1857 1797
691 1586
1287 1238
1791 252
844 1451
381 1426
1439 1531
396 176
676 1660
203 562
446 462
1106 1361
72 1733
1438 307
1269 1220
1467 1414
1943 1586
1909 51
632 1152
117 1527
1439 745
918 169
479 672
1733 151
1224 1990
1640 1159
1456 468
632 1152
208 1733
805 1477
894 1526
1992 835
1094 1043
318 1166
1281 1756
733 1642
1853 653
1998 647
1357 22
837 1198
966 439
177 1493
1500 1366
254 1412
1240 272
1237 624
789 244
117 2039
246 149
739 1493
246 1221
1165 1301
27 1029
1852 1671
436 482
183 809
106 1584
1416 1780
674 1744
1781 899
195 1733
1453 495
1027 1376
869 1988
1698 576
188 1223
1896 139
1719 899
122 829
84 4
742 1527
1684 1
1665 275
1106 179
103 1737
1269 1680
869 213
739 1778
225 625
1376 609
468 1136
16 350
468 124
479 672
16 1406
1998 647
351 711
1364 722
1988 1172
1903 431
182 417
48 378
138 596
1603 1120
1640 1079
225 120
869 539
1836 739
1188 98
691 244
1190 1175
1570 1781
419 1105
1657 620
24 415
318 1152
1252 0
683 130
616 576
1179 574
1698 1776
1382 295
1450 499
686 768
1173 704
1153 574
1416 1780
24 441
1791 252
1456 1492
632 1158
1271 1269
955 1203
1439 1194
936 1642
254 1412
960 151
1019 576
861 407
869 213
1422 476
468 80
1456 1492
1238 1434
228 914
1319 275
1943 1586
1103 884
546 63
1357 604
1556 775
1852 810
427 917
641 411
1659 148
816 738
1258 1751
1615 173
942 309
642 478
745 1801
1340 747
963 2004
674 809
203 931
1173 1572
966 369
1044 1593
1491 1668
1800 789
1556 843
27 1029
1191 1953
1593 1948
632 1164
869 945
1985 1801
1531 494
1957 1729
783 1172
794 230
1118 1957
16 350
396 1510
937 1714
1061 403
1179 1053
816 1312
1156 1050
852 182
827 1569
103 1737
111 1790
563 1268
1545 388
1640 1127
827 1569
254 1412
1186 562
1416 1780
794 366
1878 407
1883 913
1698 1908
773 1765
557 317
1237 149
1243 998
1547 624
1475 677
1640 1159
1044 936
1487 1168
1240 1523
67 1236
182 1195
830 1364
856 1573
1289 173
1765 1511
1615 108
514 1737
830 230
1162 1106
72 1733
983 118
983 438
563 54
1240 272
1382 951
1173 1572
943 438
74 1151
918 947
1237 932
203 931
1106 1188
351 647
1436 1789
1992 1635
381 1426
1615 108
452 86
1576 566
1237 624
183 572
1100 929
1438 307
674 1833
1919 879
1943 1586
1604 307
1912 228
530 505
1031 1770
1733 151
1781 1577
557 1393
479 889
642 350
844 1434
739 1667
315 747
1340 212
1019 1157
642 466
1930 1623
1665 988
446 462
732 1142
1998 711
1791 254
1780 1016
60 1737
1872 51
208 1733
805 1477
1269 1684
622 1364
805 931
992 663
1016 228
966 439
1475 647
1512 1444
861 785
942 1013
651 1299
941 273
1604 519
1382 933
1660 469
1581 131
869 213
918 524
1076 537
797 688
869 2004
1665 1337
837 766
1193 1068
174 191
1587 1154
1883 773
632 1152
1382 411
188 1479
742 1527
1340 82
1966 789
1974 637
1268 255
1665 1439
225 189
1684 1
1276 1333
479 744
1323 899
59 546
1029 215
1781 1577
1475 711
1094 51
1669 2004
890 663
818 965
1895 1529
766 1412
27 672
84 256
1487 1109
963 213
885 1713
1445 371
496 439
1287 1238
1896 139
869 691
1940 215
138 1621
315 891
1215 148
1277 191
1665 279
1153 574
1653 1669
1340 1237
17 5
1943 1551
1556 775
650 1749
857 2023
1281 1756
709 1253
318 1422
919 438
84 4
1556 775
1613 1629
122 181
1903 108
1692 1083
918 284
203 931
1593 1772
1487 1156
1186 802
244 1140
1306 752
48 342
1243 1510
874 559
318 1166
691 1586
453 580
551 1239
1657 1772
1667 199
1834 1758
1998 711
182 137
1156 1277
1665 279
674 1744
1853 1893
930 998
60 1736
1998 133
656 411
832 550
1103 1008
1162 216
557 1420
246 149
117 1527
1591 1154
1450 1239
1191 960
918 179
963 146
1665 795
1467 1526
1055 1593
1667 307
1800 1233
739 647
1898 1269
1269 1800
700 1076
1500 1366
749 677
186 243
458 1637
1422 886
122 829
270 505
1627 917
1669 1732
1029 917
782 179
805 1714
1269 1501
242 587
365 174
963 1758
1896 1162
884 669
1009 1156
1156 1138
468 469
837 1198
1240 1459
918 169
479 736
632 1164
966 469
1825 664
60 1737
595 825
1042 189
117 2039
1224 1990
852 166
1576 566
411 1876
1656 1026
930 962
936 617
531 179
1439 1531
1103 628
1340 1059
1126 410
1665 307
1665 275
983 244
1615 124
786 829
825 1904
792 307
733 1642
1106 564
642 466
816 1450
676 1660
1992 1217
894 350
1974 446
225 189
1382 407
1852 910
1925 754
1957 254
933 1221
1355 772
1816 1222
79 485
1680 1271
468 1136
27 672
830 1406
202 1780
861 411
203 931
789 244
53 680
1957 1929
825 1904
396 176
1534 1203
1392 1173
1791 254
1988 183
827 497
1344 608
1450 212
674 966
2005 933
1287 1770
668 604
315 1584
1382 771
759 1297
203 675
1547 1361
424 1222
1512 1461
332 1585
668 764
1441 209
1340 571
2046 757
424 1268
1268 1204
150 776
1103 1120
177 1374
1094 1043
782 947
863 840
869 1681
1851 645
1332 577
919 248
1376 1565
418 559
1289 1640
750 962
398 1166
918 947
396 1510
725 1366
1667 199
1992 835
1340 1175
218 1081
632 140
1025 502
124 1737
1287 1234
1893 1140
1382 389
642 348
1593 1788
1759 238
1665 441
1422 346
1956 1239
1165 1301
1445 2005
1269 1011
1453 495
1665 433
1487 1111
1733 190
306 1180
1857 1684
201 1268
1618 441
1998 133
1644 630
725 1484
1568 1274
966 275
535 517
1998 647
995 1768
857 1510
315 546
1698 1170
616 688
769 809
1106 564
468 124
732 305
24 441
933 1221
1883 28
1719 899
995 496
1237 307
1943 1586
1323 35
632 1152
1977 548
550 803
1405 298
1604 1982
1909 51
1781 814
1382 295
960 663
857 358
468 69
966 275
1106 1331
893 1157
739 1493
1211 1180
203 562
725 346
1917 1221
1452 151
702 562
1281 1752
1179 172
1456 468
731 1195
1692 1059
81 775
1825 1972
707 1986
918 938
1340 646
545 1653
963 998
209 548
1451 1446
1820 1996
1834 2029
1713 1159
1019 64
1188 226
72 1733
1974 722
1376 745
50 988
1556 775
2046 1168
1893 20
1883 916
209 841
228 640
983 373
404 1154
398 1426
1919 899
1512 437
1054 1531
106 1584
830 1893
830 1522
656 51
315 618
830 1360
1029 149
1382 295
1445 371
1713 1688
1903 431
1323 647
1029 155
715 934
1456 468
110 1127
963 998
739 1986
225 1018
1998 678
1834 734
1858 1142
1857 1441
160 744
452 1045
1853 653
794 1364
195 1733
1628 1668
650 1749
1336 810
622 562
246 64
53 821
430 1026
595 1660
1800 1232
1000 1643
1556 239
966 407
1224 1990
1760 1260
1852 35
2046 1233
1943 679
228 407
1439 745
235 1827
1367 190
1186 562
2046 1245
1179 173
1998 741
1475 711
930 727
595 557
183 809
818 981
209 1495
1656 1026
1512 1461
818 965
331 420
632 1152
1271 497
270 476
27 1029
732 179
344 1524
749 645
725 1380
791 288
1340 643
1055 1585
1456 1492
622 1574
857 1774
1799 1041
122 829
1436 1789
344 1524
616 688
1019 1157
963 998
750 1958
1456 1492
228 914
1800 789
563 54
1252 0
424 642
1576 566
120 279
1475 647
242 587
869 213
1760 1260
1240 1523
1943 1586
890 663
1615 173
1382 951
941 273
930 727
228 640
84 4
1883 28
391 811
468 124
1156 1138
1903 431
1029 149
60 1737
1500 1366
1341 1988
805 1714
1957 1929
731 1195
1669 1732
656 51
468 124
1800 193
1094 51
27 1029
16 1492
674 809
1791 254
825 1904
863 840
1025 502
81 617
1883 917
53 821
1799 1041
642 466
315 891
1659 148
1467 1414
1912 228
418 559
1665 279
1998 133
739 1986
1100 929
280 707
830 1406
869 1681
960 663
963 998
1042 189
1340 1175
1475 711
1188 98
1287 1770
1193 307
1713 1688
632 1152
254 1412
1627 917
919 501
1660 469
919 248
1825 1972
1883 917
67 1236
203 562
731 1195
1713 1159
1587 1180
182 1426
918 169
1306 752
966 391
1487 1111
782 179
818 965
1438 307
1106 1331
1593 1788
783 1172
1878 407
650 1749
24 441
186 243
1657 620
1364 722
1445 2005
773 1765
616 576
739 647
1547 624
528 273
1340 643
1857 385
1640 1159
1382 411
702 562
1665 279
1376 1565
759 1297
1765 1511
1173 704
1917 1221
1665 307
1857 1609
825 1904
786 317
24 415
1570 1941
1382 295
479 744
1512 1444
1665 433
1943 679
2046 1245
794 366
707 1986
641 411
150 776
103 1737
650 1749
668 604
869 213
1618 441
27 1029
1977 548
1974 1756
203 931
2046 1758
468 469
1719 899
918 524
933 1221
1190 305
1943 1586
1243 1510
122 181
1364 495
632 140
923 469
318 1434
332 1585
1531 494
632 1152
844 1434
550 803
81 775
557 1420
430 1026
1998 645
1186 562
1044 1593
656 411
742 1527
1680 1271
2046 1233
1287 758
1640 1127
1653 1669
1992 1635
1340 646
452 1045
60 1737
1665 795
1665 275
1382 407
1893 20
1215 148
270 476
1487 1111
668 511
246 1221
1179 574
918 284
124 1737
1340 212
818 965
1156 1050
1852 35
1031 1770
1570 1781
731 593
1874 1655
1593 1772
1603 1120
398 1166
1604 519
1684 1
1956 1239
1153 574
676 1660
963 146
315 1584
1781 814
318 1166
479 736
235 1827
885 655
919 501
479 672
1781 1577
16 382
893 1157
72 1733
632 168
1044 936
686 768
691 244
745 1801
995 1768
918 947
201 1268
1061 403
1853 653
1076 537
188 1479
1422 346
1186 802
1453 495
1357 604
916 954
1656 1026
674 1525
1061 530
1698 1908
1405 298
918 179
769 809
830 1893
1698 1776
24 405
733 1642
827 1569
830 1372
1238 1434
16 350
530 505
789 244
1781 1577
1179 172
794 1364
84 256
203 931
479 889
1055 1593
1985 1801
1422 476
595 1660
1665 279
209 556
228 407
732 305
595 557
966 275
1268 1204
458 1637
963 2004
709 1253
1512 1461
732 179
1392 1173
1173 1572
966 407
861 407
1487 1109
1126 410
1445 2036
468 80
830 1360
1556 843
830 1364
453 580
1644 118
79 485
306 1180
1943 1586
208 1733
1281 1756
918 938
